Código IES,Nome,Sigla,Código Endereço,Denominação,Endereço,Polo,Município,UF
5580,Afya Faculdade de Ciências Médicas de Garanhuns,AFYA GARANHUNS (Sub Judice),1046510,Campus Principal - Faculdade de Medicina de Garanhuns,"Avenida General Costa e Silva, 06 - Novo Heliópolis",-,Garanhuns,PE
5580,Afya Faculdade de Ciências Médicas de Garanhuns,AFYA GARANHUNS (Sub Judice),660090,Campus Principal,"Br 423 KM 79, s/n - Heliopolis",-,Garanhuns,PE
22514,Afya Faculdade de Ciências Médicas de Jaboatão dos Guararapes,AFYA JABOATÃO,1082343,Jaboatão dos Guararapes,"Avenida General Barreto de Menezes, - de 1 a 99999 - lado ímpar, 738 - Cajueiro Seco - Piedade",-,Jaboatão dos Guararapes,PE
73,CENTRO DE ENSINO SUPERIOR DE ARCOVERDE,CESA,657715,CAMPUS  - ARCOVERDE - SÃO CRISTOVÃO,"Rua Gumercindo Cavalcanti, PREDIO, 420 - SÃO CRISTOVÃO",-,Arcoverde,PE
674,CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO,CESVASF,1046638,Centro de Ensino Superior do Vale do São Francisco,"Alto do Encanto BR 315,  - Centro",-,Belém de São Francisco,PE
674,CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO,CESVASF,691892,CAMPUS  - BELÉM DE SÃO FRANCISCO - NOVA OLINDA,"BR 316 - Campus Alto do Encanto, s/n - Nova Olinda",-,Belém de São Francisco,PE
674,CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO,CESVASF,658025,CAMPUS  - BELÉM DE SÃO FRANCISCO - CENTRO,"Rua Coronel Trapia, Térreo, 202 - Centro",-,Belém de São Francisco,PE
674,CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO,CESVASF,33481,Campus - Petrolândia,"Rua Rui Barbosa, s/n - Quadra 1",-,Petrolândia,PE
4420,Centro Universitário Aeso,Barros Melo -  Uniaeso,659839,Centro Universitário Aeso Barros Melo - UNIAESO,"Avenida Transamazônica, 405 - Jardim Brasil II",A,Olinda,PE
4420,Centro Universitário Aeso,Barros Melo -  Uniaeso,1116641,Campus Recife,"Rua do Bom Jesus, 137 - Recife",-,Recife,PE
4420,Centro Universitário Aeso,Barros Melo -  Uniaeso,1123819,Polo Recife Bom Jesus,"Rua do Bom Jesus, Polo Recife Bom Jesus, 137 - Recife",A,Recife,PE
4702,CENTRO UNIVERSITÁRIO BRASILEIRO,UNIBRA,1064454,IBGM IBRATS,"Rua Professor Augusto Tabosa, 13 - Nossa Senhora das Dores",-,Caruaru,PE
4702,CENTRO UNIVERSITÁRIO BRASILEIRO,UNIBRA,141175,Unidade SEDE,"R Rua Joaquim Felipe, 250 - Boa Vista",A,Recife,PE
4702,CENTRO UNIVERSITÁRIO BRASILEIRO,UNIBRA,1078890,Campus II,"Rua Padre Inglês, 257 - Boa Vista",-,Recife,PE
3515,CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO,UNIVISA,691887,CAMPUS  - VITÓRIA DE SANTO ANTÃO - CAJA,"Loteamento São Vicente Ferrer, 71 - Cajá",A,Vitória de Santo Antão,PE
1708,CENTRO UNIVERSITARIO DO RECIFE,UNIPESU,1159124,Unidade Dom Bosco,"Rua Dom Bosco, Unidade Dom Bosco, 551 - Boa Vista",-,Recife,PE
1708,CENTRO UNIVERSITARIO DO RECIFE,UNIPESU,1094875,Santos Araújo,"Rua Santos Araújo, Santos Araújo, 90 - Afogados",-,Recife,PE
1708,CENTRO UNIVERSITARIO DO RECIFE,UNIPESU,1067754,Afogados,"Rua São Miguel, Afogados, 176 - Afogados",-,Recife,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1177732,POLO MACEIÓ - CENTRO,"Fernandes Lima, 8 - Farol",A,Maceió,AL
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125388,POLO MANAUS - PLAZA SHOPPING,"Avenida Djalma Batista, POLO MANAUS - PLAZA SHOPPING, 2100 - Nossa Senhora das Graças",A,Manaus,AM
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125435,POLO SALVADOR - COMÉRCIO,"Rua Miguel Calmon, POLO SALVADOR - COMÉRCIO, 22 - Comércio",A,Salvador,BA
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125494,POLO SMART FORTALEZA - ALDEOTA,"Rua Desembargador Leite Albuquerque, POLO SMART FORTALEZA - ALDEOTA, 635 - Aldeota",A,Fortaleza,CE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125386,POLO LIMOEIRO DO NORTE,"Rua Sabino Roberto, POLO LIMOEIRO DO NORTE, 3098 - Centro",A,Limoeiro do Norte,CE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125541,POLO SMART VITÓRIA,"Avenida João Baptista Parra, POLO SMART VITÓRIA, 633 - Praia do Suá",A,Vitória,ES
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125495,POLO SMART GOIÂNIA,"Avenida D, esquina com Rua 09, Quadra G-11, Lote 01, 3° Andar, Salas 305 e 306, POLO SMART GOIÂNIA, 419 - Setor Marista",A,Goiânia,GO
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125438,POLO SMART BELO HORIZONTE,"Avenida do Contorno, POLO SMART BELO HORIZONTE, 6594 - Lourdes",A,Belo Horizonte,MG
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1124317,Polo Bom Conselho - OB,"Rua Agamenon Magalh?es, 79 - Centro",A,Bom Conselho,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1120704,Polo Camaragibe,"Rua Belchior De Athaide Dos Santos, Polo Camaragibe, 557 - Bairro Novo",A,Camaragibe,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1177085,POLO CARUARU - NOSSA SENHORA DAS DORES,"Djalma Dutra, 150 - Nossa Senhora das Dores",A,Caruaru,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1115346,Polo Ipojuca,"Rua Cristovão José da Silva, Polo Ipojuca, 53 - CENTRO",A,Ipojuca,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1081189,Unidade Educacional Jaboatão Centro,"Avenida Barão de Lucena, Unidade Educacional Jaboatão Centro, 99 - Centro",A,Jaboatão dos Guararapes,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1172974,POLO JABOATÃO DOS GUARARAPES - CENTRO II,"Bernardo Vieira de Melo, 1496 - Piedade",A,Jaboatão dos Guararapes,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,658779,Campus Sede - Piedade,"Rua Comendador José Didier, 27 - Piedade",A,Jaboatão dos Guararapes,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1177087,POLO OLINDA - CASA CAIADA,"Doutor José Augusto Moreira, 900 - Casa Caiada",A,Olinda,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1177088,POLO PAULISTA - CENTRO,"Marechal Floriano Peixoto, 40 - Centro",A,Paulista,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1134075,POLO PETROLINA - CENTRO,"Rua do Coliseu, POLO PETROLINA - CENTRO, 109 - Centro",A,Petrolina,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1066459,Campus Boa Vista,"Avenida Governador Carlos de Lima Cavalcanti, 110 - Boa Vista",-,Recife,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1177779,POLO RECIFE - CENTRO,"Governador Carlos de Lima Cavalcanti, 110 - Boa Vista",A,Recife,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1145494,POLO SMART RECIFE - IMBIRIBEIRA,"Rua Izabel de Souza, POLO SMART RECIFE - IMBIRIBEIRA, 190 A - Imbiribeira",A,Recife,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1120690,Polo Ribeirão,"Praça Abelardo Sena, Ribeirão, 231 - Centro",A,Ribeirão,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1115354,Polo São José do Belmonte,"Avenida Osmar Fonseca de Menezes, Polo São José do Belmonte, 115 - Centro",A,São José do Belmonte,PE
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125440,POLO SMART CURITIBA,"Rua Comendador Araújo, POLO SMART CURITIBA, 499, 10º andar - Centro",A,Curitiba,PR
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125433,POLO RIO DE JANEIRO - BARRA DA TIJUCA,"Av. Das Américas, POLO RIO DE JANEIRO - BARRA DA TIJUCA, 2603 - Barra da Tijuca",A,Rio de Janeiro,RJ
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125017,Polo Caicó,"Rua Tonheca Dantas, Polo Caicó, 255 - Centro",A,Caicó,RN
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125389,POLO NATAL - SALGADO FILHO,"Avenida Senador Salgado Filho, POLO NATAL - SALGADO FILHO, 1610 - Lagoa Nova",A,Natal,RN
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125432,POLO PAU DOS FERROS,"Rua Francisco Batalha, POLO PAU DOS FERROS, 246 - Princesinha Do Oeste",A,Pau dos Ferros,RN
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125537,POLO SMART PORTO ALEGRE,"Avenida Carlos Gomes, POLO SMART PORTO ALEGRE, 700 - Petrópolis",A,Porto Alegre,RS
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,1125442,POLO SMART FLORIANÓPOLIS,"Rua Felipe Schmidt, POLO SMART FLORIANÓPOLIS, 755 - Sala 06 - Centro",A,Florianópolis,SC
,,,658241,ABDIAS DE CARVALHO,"Avenida Engenheiro Abdias de Carvalho, ABDIAS DE CARVALHO, 1678 - Madalena",-,Recife,PE
,,,1070473,BOA VIAGEM,"Rua Padre Bernardino Pessoa, 512 - Boa Viagem",-,Recife,PE
1697,CENTRO UNIVERSITÁRIO FACOL,UNIFACOL,658694,Unidade SEDE,"Rua do Estudante, 85 - Universitário",A,Vitória de Santo Antão,PE
1697,CENTRO UNIVERSITÁRIO FACOL,UNIFACOL,1125236,Polo Sede - UNIFACOL,"Rua do Estudante, Polo Sede - UNIFACOL, 90 - Universitário",A,Vitória de Santo Antão,PE
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1178115,POLO VILAGE WILDE MACIEL - RIO BRANCO - AC,"AVENIDA ANTÔNIO DA ROCHA VIANA, 2248 - VILAGE WILDE MACIEL",A,Rio Branco,AC
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1141836,POLO CALAFATE - RIO BRANCO - AC,"ESTRADA DO CALAFATE, 4352 - CALAFATE",A,Rio Branco,AC
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1159496,POLO 7 BEC - RIO BRANCO - AC,"RUA MAJOR LADISLAU FERREIRA, POLO 7 BEC - RIO BRANCO - AC, 1235 - 7º BEC",A,Rio Branco,AC
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1161322,POLO ANTARES II - MACEIÓ - AL,"Enfermeira Noraci Pedrosa, 177 - Antares",A,Maceió,AL
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1175997,POLO POÇO - MACEIÓ -  AL,"RUA SENADOR TEOTÔNIO VILELA - QUADRA B, 54 - POÇO",A,Maceió,AL
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1178060,POLO CENTRO II - MURICI - AL,"RUA LEONÍDIO CINCINATO, 78 - CENTRO",A,Murici,AL
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1158349,POLO CENTRO II - ITACOATIARA - AM,"RUA NOSSA SENHORA DO ROSÁRIO, POLO CENTRO II - ITACOATIARA - AM, 2467 - Centro",A,Itacoatiara,AM
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1132088,POLO CORRENTEZA - MANACAPURU - AM,"Rua Solimões, POLO CORRENTEZA - MANACAPURU - AM, 1677 B - Correnteza",A,Manacapuru,AM
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1179356,POLO COMPENSA II - MANAUS - AM,"Avenida Brasil, 5 - Compensa",A,Manaus,AM
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1138493,POLO CENTRO II - MANAUS - AM,"Avenida Constantino Nery, 940 - Centro",A,Manaus,AM
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1159402,POLO TARUMÃ II - MANAUS - AM,"AVENIDA DO TURISMO, 3150 - TARUMÃ",A,Manaus,AM
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1143011,POLO N. SRA. GRAÇAS - MANAUS - AM,"Rua Iça - Sala 01, 265 - Nossa Senhora das Graças",A,Manaus,AM
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1151882,POLO COROADO - MANAUS - AM,"Rua James Maxwell, POLO COROADO - MANAUS - AM, 11 - Coroado",A,Manaus,AM
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1113180,POLO FMF ADRIANOPOLIS - MANAUS - AM,"Rua Natal, Manaus Adrianópolis, 300 - Adrianópolis",A,Manaus,AM
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1120078,POLO MANAUS - NOVO ALEIXO - AM,"Rua Perimetral I, POLO MANAUS - NOVO ALEIXO - AM, 17 - Novo Aleixo",A,Manaus,AM
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1161439,POLO ZUMBI DOS PALMARES - MANAUS - AM,"RUA PIRATINI, SALA 02, 1° ANDAR, POLO ZUMBI DOS PALMARES - MANAUS - AM, 229 - ZUMBI DOS PALMARES",A,Manaus,AM
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1120075,POLO MANAUS - NOSSA SENHORA DAS GRAÇAS II - AM,"Rua Rio Ituxi, POLO MANAUS - NOSSA SENHORA DAS GRAÇAS II - AM, 117 - Nossa Senhora das Graças",A,Manaus,AM
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1160579,POLO ITAÚNA II - PARINTINS - AM,"RUA IRMÃ CRISTINE, POLO ITAÚNA II - PARINTINS - AM, 4101 - ITAÚNA II",A,Parintins,AM
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1159334,POLO PANTANAL - MACAPÁ - AP,"AVENIDA MARIA MARQUES DA COSTA, POLO PANTANAL - MACAPÁ - AP, 851 - PANTANAL",A,Macapá,AP
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1083365,Macapá,"Avenida Professora Cora de Carvalho, Macapá, 2430-A - Santa Rita",A,Macapá,AP
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1135864,POLO PERPÉTUO SOCORRO MACAPÁ - AP,"Rua José Furtado de Oliveira, POLO PERPÉTUO SOCORRO MACAPÁ - AP, 349 - Perpétuo Socorro",A,Macapá,AP
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1160392,POLO CENTRAL - SANTANA - AP,"AVENIDA COELHO NETO, POLO CENTRAL - SANTANA - AP, 1246 - CENTRAL",A,Santana,AP
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1083205,Barreiras,"Avenida José Bonifácio, Barreiras, 179 - Centro",A,Barreiras,BA
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1160594,POLO CENTRO II - CAMAÇARI - BA,"RUA CASTRO ALVES, 277 - CENTRO",A,Camaçari,BA
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1122249,POLO CAMAÇARI - BELA VISTA - BA,"Rua Rua Dias D Ávila, POLO CAMAÇARI - BELA VISTA - BA, 54 - Bela Vista",A,Camaçari,BA
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1158352,POLO CENTRO II - ENTRE RIOS - BA,"AVENIDA JURACY MAGALHÃES -  LOJA SHOWNET LAN HOUSE, POLO CENTRO II - ENTRE RIOS - BA, 65 - CENTRO",A,Entre Rios,BA
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1159319,POLO CENTRO - EUNÁPOLIS - BA,"AVENIDA CASTRO ALVES - SALA  01, QUADRA: 048, LOTE: 0248, POLO CENTRO - EUNÁPOLIS - BA, 374 - Centro",A,Eunápolis,BA
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1175834,POLO CENTRO II - FEIRA DE SANTANA - BA,"AVENIDA GETÚLIO VARGAS - SALAS 138, 140, 142 e 144, 441 AO 455 - Centro",A,Feira de Santana,BA
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1176383,POLO JARDIM CRUZEIRO - FEIRA DE SANTANA - BA,"RUA PAULO AFONSO, 780 - JARDIM CRUZEIRO",A,Feira de Santana,BA
1775,Centro Universitário Favip Wyden,UniFavip Wyden,1089853,Guanambi,"Rua Henrique Dias, Guanambi, 367 - Centro",A,Guanambi,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1156642,POLO PRIMAVERA - ARAPIRACA - AL,"Rua Pio X, POLO PRIMAVERA - ARAPIRACA - AL, 464 - Primavera",A,Arapiraca,AL
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1153221,POLO VILA REGINA - BARREIRAS - BA,"Rua Barão de Cotegipe, POLO VILA REGINA - BARREIRAS - BA, 833 - Vila Regina",A,Barreiras,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1151828,POLO CENTRO II - CAETITÉ - BA,"Rua Quintino Bocaiúva - Edifício Parque das Árvores - lojas 02 e 03, POLO CENTRO II - CAETITÉ - BA, 130 - Centro",A,Caetité,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1137473,POLO CENTRO II - CANAVIEIRAS - BA,"RUA GENERAL PEDERNEIRAS, POLO CENTRO II - CANAVIEIRAS - BA, 639 - Centro",A,Canavieiras,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1139675,POLO CENTRO II - CÍCERO DANTAS - BA,"TRAVESSA PADRE VICENTE MARTINS, POLO CENTRO II - CÍCERO DANTAS - BA, 97 - Centro",A,Cícero Dantas,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1151936,POLO VOMITA MEL - GUANAMBI - BA,"Avenida Santos Dumont, POLO VOMITA MEL - GUANAMBI - BA, 68 - Vomita Mel",A,Guanambi,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1176744,POLO CONQUISTA II - ILHÉUS - BA,"AVENIDA ITABUNA, SALAS 216, 217, 218 e 234, 1491 - Conquista",A,Ilhéus,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1178718,POLO CENTRO II  - IPIRÁ - BA,"RUA CENTRO, ANEXO 1, 493 A - CENTRO",A,Ipirá,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1156661,POLO CENTRO II - ITABUNA - BA,"Praça Professor Olinto Leone, POLO CENTRO II - ITABUNA - BA, 18 - Centro",A,Itabuna,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1143018,POLO FÁTIMA - ITAMARAJU - BA,"RUA INÁCIO TOSTA FILHO - CASA, POLO FÁTIMA - ITAMARAJU - BA, 133 - FÁTIMA",A,Itamaraju,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1143534,POLO FÉLIX TOMAZ - JACOBINA - BA,"RUA FLORISVALDO BARBERINO, POLO FÉLIX TOMAZ - JACOBINA - BA, 196 - FELIX TOMAZ",A,Jacobina,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1151805,POLO CENTRO - LUÍS EDUARDO MAGALHÃES - BA,"Rua Castro Alves - quadra 61 - lote 17, POLO CENTRO - LUÍS EDUARDO MAGALHÃES - BA, 1744 - Centro",A,Luís Eduardo Magalhães,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1178650,POLO CENTRO - POJUCA - BA,"RUA 15 DE NOVEMBRO, SALA, S/N - CENTRO",A,Pojuca,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1125507,POLO JARDIM PLACAFORD - SALVADOR - BA,"1ª Travessa Princesa Isabel, POLO JARDIM PLACAFORD - SALVADOR - BA, 617 - Jardim Placaford",A,Salvador,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1140983,POLO CENTRO II - SANTALUZ - BA,"TRAVESSA RIO BRANCO - SALA 3, POLO CENTRO II - SANTALUZ - BA, 101 - CENTRO",A,Santaluz,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1176433,POLO CENTRO - SANTO ANTONIO DE JESUS - BA,"RUA MADRE MARIA DO ROSÁRIO, 58 - Centro",A,Santo Antônio de Jesus,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1156665,POLO BRASIL - VITÓRIA DA CONQUISTA - BA,"Avenida Deraldo Mendes, POLO BRASIL - VITÓRIA DA CONQUISTA - BA, 426 - Brasil",A,Vitória da Conquista,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1151939,POLO CANDEIAS II - VITÓRIA DA CONQUISTA - BA,"Avenida Olívia Flores, POLO CANDEIAS II - VITÓRIA DA CONQUISTA - BA, 801 - Candeias",A,Vitória da Conquista,BA
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1142742,POLO SÃO JOSÉ - CRATO - CE,"Rua Padre Frederico, POLO SÃO JOSÉ - CRATO - CE, 10 - São José",A,Crato,CE
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1142751,POLO CENTRO II - LAVRAS DA MANGABEIRA - CE,"RUA DOS COQUEIROS, POLO CENTRO II - LAVRAS DA MANGABEIRA - CE, 82 - CENTRO",A,Lavras da Mangabeira,CE
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1178046,POLO CENTRO GERENCIAL - PARAIPABA - CE,"RUA CENTRO GERENCIAL DO DNOCS, 5 - CENTRO GERENCIAL",A,Paraipaba,CE
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1154636,POLO CROATÁ - SÃO GONÇALO DO AMARANTE - CE,"Rua José Irinaldo, POLO CROATÁ - SÃO GONÇALO DO AMARANTE - CE, s/n - Croatá",A,São Gonçalo do Amarante,CE
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1142700,POLO CENTRO II - TAUÁ - CE,"RUA SILVESTRE GONÇALVES, POLO CENTRO II - TAUÁ - CE, 172 - CENTRO",A,Tauá,CE
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1155395,POLO RIO MARINHO - CARIACICA - ES,"Rua dezoito, POLO RIO MARINHO - CARIACICA - ES, 7 - Rio Marinho",A,Cariacica,ES
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1163709,POLO CRUZEIRO DO SUL - CARIACICA - ES,"RUA SÃO DOMINGOS - 1 ANDAR, POLO CRUZEIRO DO SUL - CARIACICA - ES, 10 - CRUZEIRO DO SUL",A,Cariacica,ES
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1160135,POLO JD GUAÍRA II - ÁGUAS LINDAS DE GOIÁS - GO,"QUADRA 28 - LOTE 15 -  LOJA 03,  - JARDIM GUAÍRA II",A,Águas Lindas de Goiás,GO
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1164025,POLO CENTRO II - FORMOSA - GO,"RUA PROFESSORA ALTA VIDAL - LOJA 01, POLO CENTRO II - FORMOSA - GO, 134B - CENTRO",A,Formosa,GO
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1140973,POLO SETOR OESTE - GOIÂNIA - GO,"Rua 22 -  SALA 20, QUADRA E-10,  LOTES 62/64 E 66, POLO SETOR OESTE - GOIÂNIA - GO, 69 - Setor Oeste",A,Goiânia,GO
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1142692,POLO ESTÂNCIA ITAICI - CALDAS NOVAS - GO,"RUA 29 - QUADRA 57, LOTE 16, POLO ESTÂNCIA ITAICI - CALDAS NOVAS - GO, S/N - ESTÂNCIA ITAICI",A,Goiânia,GO
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1155404,POLO CENTRO - BARREIRINHAS - MA,"Avenida Joaquim Soeiro de Carvalho, POLO CENTRO - BARREIRINHAS - MA, S/N - Centro",A,Barreirinhas,MA
3881,Centro Universitário FIS,Unifis,1048639,Faculdade de Integração do Sertão - FIS,"Rua João Luiz de Melo, 2110 - Tancredo Neves",A,Serra Talhada,PE
3881,Centro Universitário FIS,Unifis,1006433,Unidade SEDE,"Rua Manoel Pereira da Silva, 841 - Centro",-,Serra Talhada,PE
160,Centro Universitário Frassinetti do Recife,UniFAFIRE,657755,Unidade SEDE,"Avenida Conde da Boa Vista, 921 - Boa Vista",-,Recife,PE
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1129472,AC - BRASILÉIA (CENTRO),"AV JOSE RUI LINO, AC - BRASILÉIA (CENTRO), 741 - Centro",A,Brasiléia,AC
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1168155,AC - CRUZEIRO DO SUL (CENTRO),"Avenida Coronel Mâncio Lima, AC - CRUZEIRO DO SUL (CENTRO), 734 - centro",A,Cruzeiro do Sul,AC
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1121386,AC - UNINASSAU (UNAMA-RIO BRANCO),"Estrada da Floresta, AC - UNINASSAU (UNAMA-RIO BRANCO), 2320 - Floresta Sul",A,Rio Branco,AC
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1165897,AC - RIO BRANCO (BOSQUE II),"Rua Alvorada, AC - RIO BRANCO (BOSQUE II), 421 - Bosque",A,Rio Branco,AC
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1075346,Polo Arapiraca I,"Rua Dom Felício Vasconcelos, Polo Arapiraca I, 320 - Capiatã",A,Arapiraca,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1168127,AL - DELMIRO GOUVEIA (CENTRO II),"Rua Visconde de Mauá, AL - DELMIRO GOUVEIA (CENTRO II), 27 - Centro",A,Delmiro Gouveia,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1126883,AL - MACEIO (BENEDITO BENTES),"Avenida Antônio Lisboa de Amorim, AL - MACEIO (BENEDITO BENTES), 100 - Antares",A,Maceió,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1126916,AL - MACEIÓ (PETRÓPOLIS II),"Avenida Santo Amaro, AL - MACEIÓ (PETRÓPOLIS II), 2 - Petrópolis",A,Maceió,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1170553,AL - MACEIÓ (BARRO DURO I),"Rua Doutor George Arroxelas, AL - MACEIÓ (BARRO DURO I), 120 - Barro Duro",A,Maceió,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1093502,Uninassau (Maceió),"Rua José de Alencar, Uninassau (Maceió), 511 - Farol",A,Maceió,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1120202,AL - PALMEIRA DOS ÍNDIOS (CENTRO),"Rua Esperidião Sampaio, AL - PALMEIRA DOS ÍNDIOS (CENTRO), 61 - Centro",A,Palmeira dos Índios,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1082986,Santana do Ipanema/AL (CENTRO),"Rua Coronel Lucena Maranhão, Santana do Ipanema/AL (CENTRO), 197 - Centro",A,Santana do Ipanema,AL
