Código IES,Nome,Sigla,Código Endereço,Denominação,Endereço,Polo,Município,UF
17116,Faculdade de Ciências de Goiana,FCG,1058114,Faculdade de Ciências de Goiana,"Rua Duque de Caxias, 621 - Centro",-,Goiana,PE
1021,FACULDADE DE CIÊNCIAS DE TIMBAÚBA,FACET,688173,Unidade SEDE,"Av Antonio Xavier de Morais, 3 - SAPUCAIA",-,Timbaúba,PE
23798,Faculdade de Ciências e Educação em Saúde,FACCESA,1099457,Campus Principal,"Avenida Conselheiro Aguiar, - de 1367 a 2255 - lado ímpar, 1729 - Boa Viagem",-,Recife,PE
702,FACULDADE  DE CIÊNCIAS E TECNOLOGIA PROFESSOR DIRSON MACIEL DE BARROS,FADIMAB,1043641,Unidade SEDE,"Rua Poço do Rei, ANEXO, S/N - CENTRO",-,Goiana,PE
144,FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA,FACHO,686122,CAMPUS  - OLINDA - OURO PRETO,"Rodovia PE 15, KM 3.6, S/N - Ouro Preto",-,Olinda,PE
760,FACULDADE DE CIÊNCIAS HUMANAS DE PERNAMBUCO,FCHPE,658085,Unidade SEDE,"Avenida João de Barros, 561 - Boa Vista",-,Recife,PE
753,FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL,FACHUSC,1054079,FACHUSC,"RUA ANTONIO FILGUEIRA SAMPAIO, 134 - NOSSA SENHORA DAS GRAÇAS",-,Salgueiro,PE
753,FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL,FACHUSC,707655,CAMPUS - SALGUEIRO - AUGUSTO SAMPAIO,"RUA ANTÔNIO FILGUEIRA SAMPAIO, 134 - AUGUSTO SAMPAIO",-,Salgueiro,PE
3617,FACULDADE DE CIÊNCIAS HUMANAS E EXATAS DO SERTÃO DO SÃO FRANCISCO,FACESF,659567,Unidade SEDE,"Rua Coronel Trapiá, 202 - Centro",-,Belém de São Francisco,PE
720,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DO CABO DE SANTO AGOSTINHO,FACHUCA,637,Faculdade de Ciencias Humanas e Sociais Aplicadas do Cabo,"Rua do Campo, S/N, S/N - Destilaria",-,Cabo de Santo Agostinho,PE
720,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DO CABO DE SANTO AGOSTINHO,FACHUCA,1040885,Unidade SEDE,"Rua Sebastião Joventino, S/N - DESTILARIA",-,Cabo de Santo Agostinho,PE
5664,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE ARARIPINA,FACISA - FACISA,660099,CAMPUS  - ARARIPINA - VILA SANTA MARIA,"Rodovia Araripina/Lagoa de Dentro Km2, s/n - Vila Santa Maria",-,Araripina,PE
15410,Faculdade de Ciencias Humanas e Sociais de Serra Talhada,FACHUSST,1049991,UNIDADE ACADÊMICA E ADMINISTRATIVA,"Avenida Afonso Magalhães, s/n FAFOPST-Faculdade de Formação de Professores de Serra Talhada, s/n - Várzea",-,Serra Talhada,PE
410,FACULDADE DE CIÊNCIAS HUMANAS ESUDA,FCHE,657881,CAMPUS  - RECIFE - SANTO AMARO,"Rua Almeida Cunha, 100 - Santo Amaro",-,Recife,PE
,,,1081304,Campus Principal,"Rua Doutor Henrique Nascimento, 41 - São Pedro",-,Belo Jardim,PE
4356,FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES,FACIP,1040997,Unidade SEDE,"Br 101 K 186 Sul, s/n - Engenho São Manoel",-,Palmares,PE
21583,FACULDADE DE EDUCAÇÃO SUPERIOR DE PERNAMBUCO,FAESPE,1076397,Campus extinto,"Rua Governador Eraldo Gueiros Leite, B, n 82, B - Centro",-,Petrolina,PE
21583,FACULDADE DE EDUCAÇÃO SUPERIOR DE PERNAMBUCO,FAESPE,1116173,FACULDADE FAESPE,"Rua São Francisco, FACULDADE FAESPE, 446 - Atrás da Banca",-,Petrolina,PE
17715,FACULDADE DE EDUCAÇÃO SUPERIOR DE PERNAMBUCO,FACESP,1059389,Faculdade de Educação Superior de Pernambuco,"Praça Centenário, s/n - Centro",-,Petrolina,PE
17715,FACULDADE DE EDUCAÇÃO SUPERIOR DE PERNAMBUCO,FACESP,1082139,Faculdade de Educação Superior de Pernambuco,"Rua Matias de Albuquerque, Faculdade de Educação Superior de Pernambuco, 123 - Gercino Coelho",A,Petrolina,PE
24991,FACULDADE DE EDUCAÇÃO VALE DO PAJEÚ,FVP,1108830,Campus Principal,"Quadra 01, lotes 04 a 08 - Loteamento Riacho Verdejante",-,Bezerros,PE
72,FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL,FAMASUL,657714,UNIDADE  - PALMARES - ENGENHO SAO MANOEL,"Br 101 Km 186 Sul, S/N - ENGENHO SAO MANOEL",-,Palmares,PE
703,FACULDADE DE FORMAÇÃO DE PROFESSORES DE ARARIPINA,FAFOPA,658038,CAMPUS  - ARARIPINA - CENTRO,"Avenida Florentino Alves Batista, CAmpus Universitário, S/N - Centro",-,Araripina,PE
703,FACULDADE DE FORMAÇÃO DE PROFESSORES DE ARARIPINA,FAFOPA,1055151,Araripina-Centro,"Av. Florentino Alves Batista, Campus Universitário, s/n - Centro",-,Araripina,PE
657,FACULDADE DE FORMAÇÃO DE PROFESSORES DE SERRA TALHADA,FAFOPST,658010,CAMPUS  - SERRA TALHADA - NSª DA CONCEIÇÃO,"Avenida Afonso Magalhães, PRÉDIO, S/N - NSª DA CONCEIÇÃO",-,Serra Talhada,PE
21556,FACULDADE DE GOIANA,FAG,1129434,FACULDADE DE GOIANA - CAMPUS PRINCIPAL,"Avenida Nunes Machado, FACULDADE DE GOIANA - UNIDADE 2, 199 - Centro",-,Goiana,PE
16879,Faculdade de Medicina de Olinda,FMO,1055271,Olinda-Bairro Novo,"Rua Doutor Manoel de Almeida Belo, 1353 - Bairro Novo",-,Olinda,PE
16879,Faculdade de Medicina de Olinda,FMO,1093640,Olinda-Bairro Novo,"Rua Doutor Manoel de Almeida Belo, 1333 - Bairro Novo",-,Olinda,PE
24470,Faculdade de Medicina do Sertão,FMS,1108858,Endereço Sede,"Avenida Osvaldo Cruz, BR 232, km 270, 10.017 - São Cristóvão",-,Arcoverde,PE
3146,FACULDADE DE ODONTOLOGIA DO RECIFE,FOR,1041298,Unidade SEDE,"Rua Artur Coutinho, 143 - Santo Amaro",-,Recife,PE
692,FACULDADE DE PETROLINA,FACAPE,1047890,Campus Principal,"Campus Universitario, s/n - Vila Eduardo",-,Petrolina,PE
692,FACULDADE DE PETROLINA,FACAPE,658034,CAMPUS  - PETROLINA - VILA EDUARDO,"Campus Universitário, S/N - VILA EDUARDO",-,Petrolina,PE
24056,Faculdade de Saúde do Sertão de Pernambuco,FASPE,1101504,Campus Principal,"Avenida Governador Paulo Pessoa Guerra,, 618 - CENTRO",-,Floresta,PE
22762,Faculdade de Tecnologia e Ciências,FTC Caruaru - FTC - Caruaru,1083027,Campus Principal,"Rua Marechal Cândido Rondon, 214 - Petrópolis",-,Caruaru,PE
20607,Faculdade de Tecnologia e Ciências,FTC Petrolina - FTC Petrolina,1072694,Campus Principal,"Avenida Clementino Coelho, 714 - Centro",A,Petrolina,PE
14412,FACULDADE DE TECNOLOGIA SENAI PERNAMBUCO,Em Descredenciamento voluntário: Conforme processo SEI nº 23000.008939/2024-01.,1045726,Faculdade SENAI Pernambuco de Tecnologia - Und. Sto.Amaro,"Avenida Norte Miguel Arraes de Alencar, ESCOLA TÉCNICA SENAI - UNIDADE SANTO AMARO, MANOEL DE BRITO, 539 - Santo Amaro",-,Recife,PE
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1096312,FATIN Manaus/AM,"Rua João Alfredo, FATIN Manaus/AM FAEETAM, 52 - São Geraldo",A,Manaus,AM
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1070723,Feira de Santana/BA,"Rua Conselheiro Petronílio Pinto, STBIN, 555 - Baraúna",A,Feira de Santana,BA
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1096764,Paulo Afonso/BA,"Avenida Bahia, Paulo Afonso/BA, 171 - Alves de Souza",A,Paulo Afonso,BA
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1071757,Salvador/BA,"Avenida Caminho de Areia, Salvador/BA, 249 - Caminho de Areia",A,Salvador,BA
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1097232,FATIN Brasilia/DF,"Rua Rua 4A, FATIN ISEJEC Brasilia/DF, 191 - Setor Habitacional Vicente Pires",A,Brasília,DF
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1108139,FATIN Formosa GO,"Rua 10B LT 5 Qd 38, FATIN Formosa GO, 38 - Parque Vila Verde",A,Formosa,GO
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1071736,FATIN São Luiz/MA,"Avenida 14,  11, FETMA, 16 - Maiobão, paço Lumiar",A,São Luís,MA
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1071743,Belo Horizonte,"Rua General Ladário, IECEB,  - Goiânia",A,Belo Horizonte,MG
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1102760,Sede,"Avenida Antônio Vicente Novelino, Sede, 880 - Santo Antônio",-,Igarassu,PE
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,659470,Igarassu/PE Sede,"BR 101 Km 42,5, AC Igarassu -, s/n - Centro",A,Igarassu,PE
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1040865,Boa Viagem/PE,"Rua Dr. Luiz Correia de Oliveira, Unidade Administrativa, 363 - Boa Viagem",A,Recife,PE
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1096903,FATIN Nova Iguaçu/RJ,"Rua Dom Walmor, FATIN FAIT Nova Iguaçu/RJ, 192 - Centro",A,Nova Iguaçu,RJ
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1096293,FATIN - Rio de Janeiro/RJ,"Rua João Vicente, FATIN - IBE - RJ, 7 - Madureira",A,Rio de Janeiro,RJ
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1096763,FATIN Bangu/RJ,"Rua Silva Cardoso, Humaniza Bangu/RJ, 154 - Bangu",A,Rio de Janeiro,RJ
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1096306,FATIN Parnamirim/RN,"Avenida Comandante Petit, FATIN ETAP Parnamirim/RN, 905 - Boa Esperança",A,Parnamirim,RN
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1070990,AME - Instituto Minha Esperança,"Avenida Comendador José Rea, AME - Instituto Minha Esperança, 117 - Vila Rea",A,Poá,SP
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1107811,Mooca São Paulo SP,"Rua Doutor João Inácio Teixeira, Mooca São Paulo SP, 78 - Vila Bertioga",A,São Paulo,SP
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1109308,Polo Orlando CBCW,"300 Main Street Windermere, Polo Orlando CBCW, 34786 - Flórida",A,Ignorado ou exterior,ZZ
3376,FACULDADE DE TEOLOGIA INTEGRADA,FATIN,1108123,FATIN Tampa/ Florida,"7601 Jackson Springs Rd Florida, FATIN Tampa/ Florida, 33615 - Tampa",A,Ignorado ou exterior,ZZ
685,FACULDADE DO BELO JARDIM,FBJ,1053092,FACULDADE DO BELO JARDIM,"RODOVIA PE 166, KM 5, S/N - INHUMAS",-,Belo Jardim,PE
685,FACULDADE DO BELO JARDIM,FBJ,1041105,Unidade SEDE,"Sítio Inhumas, Estrada de Serra dos Ventos, s/n - Zona  Rural",-,Belo Jardim,PE
685,FACULDADE DO BELO JARDIM,FBJ,1037464,Unidade SEDE,"SÍTIO INHUMAS, ESTRADA DE SERRA DOS VENTOS, S/N - ZONA RURAL",-,Belo Jardim,PE
2242,FACULDADE DO RECIFE,FAREC,1159123,Unidade Dom Bosco,"Rua Dom Bosco, Unidade Dom Bosco, 551 - Boa Vista",-,Recife,PE
2242,FACULDADE DO RECIFE,FAREC,1073938,Metrô - Afogados,"Rua São Miguel, 176 - Afogados",-,Recife,PE
1012,FACULDADE DO SERTÃO DO PAJEÚ,FASP,1040819,Unidade SEDE,"Rua Doutor Osvaldo Gouveia, S/N - CENTRO",-,Afogados da Ingazeira,PE
21557,FACULDADE DOS PALMARES,FAP,1076338,Sede,"Avenida Coronel Pedro Paranhos, 290 - Centro",-,Palmares,PE
21557,FACULDADE DOS PALMARES,FAP,1108453,SEDE PRINCIPAL,"RODOVIA BR 101 KM 188, SEDE PRINCIPAL, 290 - JAPARANDUBA",-,Palmares,PE
21557,FACULDADE DOS PALMARES,FAP,1150819,Faculdade dos Palmares - FAP,"RODOVIA BR 101, KM 188, Faculdade dos Palmares - FAP, S/N - JAPARANDUBA",-,Palmares,PE
16525,FACULDADE DUARTE COELHO,FDC,1053404,FACULDADE DUARTE COELHO,"PE-90, km 65, s/n - Loteamento Maracajá",-,Surubim,PE
21574,FACULDADE EGAS MONIZ,FEM,1076367,Campus Principal,"Rua João Cardoso Aires, 705 - Boa Viagem",-,Recife,PE
20666,Faculdade ELO,FAELO,1073275,Campus Principal,"Rua José Paraíso, 189 - Boa Viagem",-,Recife,PE
1894,FACULDADE EUROPÉIA DE TECNOLOGIA E CIÊNCIAS HUMANAS,EUROTECH -  EUROTECH,658852,UNIDADE  - JABOATÃO DOS GUARARAPES - PIEDADE,"Avenida Zequinha Barreto, 343 - Piedade",-,Jaboatão dos Guararapes,PE
10613,FACULDADE  FASUP,FASUP,1101249,FACULDADE FASUP,"Avenida Doutor Cláudio José Gueiros Leite, FASUP - FACULDADE DE SAÚDE DE PAULISTA, 3580 - Janga",A,Paulista,PE
10613,FACULDADE  FASUP,FASUP,1101252,SEDE,"Avenida Doutor Cláudio José Gueiros Leite, 3580 - Janga",-,Paulista,PE
10613,FACULDADE  FASUP,FASUP,1070096,Faculdade de Saúde de Paulista,"Avenida João Pereira de Oliveira, 258 - Janga",-,Paulista,PE
10613,FACULDADE  FASUP,FASUP,1003677,FACULDADE DE SAÚDE DE PAULISTA,"Avenida Rodolfo Aureliano, 976 - Vila Torres Galvão",-,Paulista,PE
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1130484,Arapiraca/AL,"Rua Marechal Deodoro da Fonseca, Arapiraca/AL, 278 - Ouro Preto",A,Arapiraca,AL
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1166814,Maceió (Tabuleiro)/AL,"Av. Doutor Durval de Góes Monteiro, Maceió (Tabuleiro)/AL, 8870 - Santa Lúcia",A,Maceió,AL
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1129741,Maceió - Centro/AL,"Avenida Tomás Espíndola, Maceió - Centro/AL, 844 - Farol",A,Maceió,AL
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1166257,Manaus-Centro/AM,"Av. Djalma Batista, Manaus-Centro/AM, 214 - Centro",A,Manaus,AM
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1130096,Camaçari/BA,"Rua Contôrno de Centro Administrativo, Camaçari/BA, S/N - Centro",A,Camaçari,BA
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1166228,Feira de Santana/BA,"Av. Getúlio Vargas, Feira de Santana/BA, 1331 - Ponto Central",A,Feira de Santana,BA
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1166800,Juazeiro/BA,"Rua Francisco Martins Duarte, Juazeiro/BA, S/N - Centro",A,Juazeiro,BA
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1130472,Paulo Afonso/BA,"Avenida Apolônio Sales, Paulo Afonso/BA, 1013 - Centro",A,Paulo Afonso,BA
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1129794,Salvador - São Cristóvão/BA,"Avenida São Cristóvão, Salvador - São Cristóvão/BA, 1100 - São Cristóvão",A,Salvador,BA
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1129615,Salvador - Cajazeiras/BA,"Estrada da Paciência, Salvador - Cajazeiras/BA, S/ Número - Cajazeiras",A,Salvador,BA
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1129729,Salvador - Fonte Nova/BA,"Ladeira da Fonte das Pedras, Salvador - Fonte Nova/BA, 432 - Nazaré",A,Salvador,BA
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1130543,Salvador - Plataforma/BA,"Rua dos Ferroviários, Salvador - Plataforma/BA, S/N - Plataforma",A,Salvador,BA
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1130245,Vitória da Conquista/BA,"Avenida Bartolomeu de Gusmão, Vitória da Conquista/BA, 744 - Recreio",A,Vitória da Conquista,BA
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1129561,Fortaleza - Bezerra de Menezes/CE,"Avenida Bezerra de Menezes, Fortaleza - Bezerra de Menezes/CE, 2631 - São Gerardo",A,Fortaleza,CE
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1129793,Fortaleza - Centro/CE,"Avenida Duque de Caxias, Fortaleza - Centro/CE, 788 - Centro",A,Fortaleza,CE
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1129947,Fortaleza - Washington Soares/CE,"Avenida Washington Soares, Fortaleza - Washington Soares/CE, 3939 - Sapiranga",A,Fortaleza,CE
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1129468,Fortaleza/Montese -CE,"Rua Barão de Sobral, Fortaleza/Montese -CE,  - Montese",A,Fortaleza,CE
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1166815,Iguatu/CE,"Rua Rui Barbosa, Iguatu/CE, S/N - São Sebastião",A,Iguatu,CE
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1130117,Cariri/CE,"Avenida Deputado Leão Sampaio, Cariri/CE, 56 - Lagoa Seca",A,Juazeiro do Norte,CE
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1166521,Sobral/CE,"Av. Monsenhor Aloísio Pinto, Sobral/CE, 695 - Dom Expedito",A,Sobral,CE
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1130365,Gama/DF,"Área Especial, Gama/DF, S/N - Setor Leste (Gama)",A,Brasília,DF
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1166792,Ceilândia/DF,"QNM 17 Conjunto A, Ceilândia/DF, Lt 21 - Ceilândia Sul (Ceilândia)",A,Brasília,DF
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1130399,Brasília/DF,"Quadra CRS 502 Bloco A, Brasília/DF, 31 - Asa Sul",A,Brasília,DF
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1129785,Taguatinga/DF,"Quadra QND 27, Taguatinga/DF, S/N - Taguatinga Norte (Taguatinga)",A,Brasília,DF
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1130475,Cariacica/ES,"Rodovia BR-262, Cariacica/ES, 5 - Vila Capixaba",A,Cariacica,ES
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1129951,Serra/ES,"Rua Gonçalves Dias, Serra/ES, 700 - Parque Residencial Laranjeiras",A,Serra,ES
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1130116,Vila Velha/ES,"Avenida Jerônimo Monteiro, Vila Velha/ES, 720 - Glória",A,Vila Velha,ES
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1166791,Aparecida/GO,"Rua J 2, Aparecida/GO,  - Mansões Paraíso",A,Aparecida de Goiânia,GO
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1130266,Goiânia/GO,"Avenida Goiás, Goiânia/GO, 959 - Setor Central",A,Goiânia,GO
21928,FACULDADE GRAU S ENSINO SUPERIOR,GRAU,1166813,Caxias/MA,"Rua da Independência, Caxias/MA, 1227 - Centro",A,Caxias,MA
21982,Faculdade Integrada CETE,FIC,1079291,CAIS-Centro de Assistência Integral e Social,"Avenida Gonçalves Maia, - até 240/241, 159A - Heliópolis",-,Garanhuns,PE
21982,Faculdade Integrada CETE,FIC,1105913,Nova Sede,"Rodovia BR-423, Nova Sede, S/N - São José",-,Garanhuns,PE
18267,FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE,FACIGMA,1089750,SEDE,"Rua Aluízio de Azevedo, SEDE, 42 - Santo Amaro",-,Recife,PE
18267,FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE,FACIGMA,1061764,Campus Principal,"Rua do Hospício, - de 250/251 ao fim, 362 - Boa Vista",-,Recife,PE
19716,Faculdade Integral de Jaboatão dos Guararapes,FIJ,1070160,Campus Principal,"Rua Marechal Hermes da Fonseca, 20 - Piedade",-,Jaboatão dos Guararapes,PE
25157,Faculdade Luiz Mário Moutinho,FLMM,1109131,Campus Principal,"Avenida Governador Agamenon Magalhães, - de 3253 ao fim - lado ímpar, 4779 - Boa Vista",-,Recife,PE
19838,Faculdade Lusitana de Pernambuco,FALUP,1070350,Campus Principal,"Avenida Congresso Eucarístico Internacional, 01 - Santa Cruz",-,Carpina,PE
1749,FACULDADE LUSO,BRASILEIRA - FALUB,693892,CAMPUS  - CARPINA - SANTA CRUZ,"Avenida Congresso Eucarístico Internacional, - de 1/2 a 99998/99999, 01 - Santa Cruz",-,Carpina,PE
22073,FACULDADE MACÊDO DE AMORIM,FAMAM,1080139,Campus Principal,"Rua Conselheiro Severino Francisco Alves, ANEXO 75, ANEXO 153, ANEXO 169, ANEXO 174, ANEXO 2, 174 - Livramento",-,Vitória de Santo Antão,PE
1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,UNESJ,100191,Faculdade Metropolitana da Grande Recife,"Avenida Barreto de Menezes, - até 99997/99998, 809 - Piedade",-,Jaboatão dos Guararapes,PE
1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,UNESJ,1178664,Cajueiro Seco,"Avenida Barreto de Menezes, Cajueiro Seco, 601 - Cajueiro Seco",-,Jaboatão dos Guararapes,PE
23383,FACULDADE NACIONAL,FANAC,1092157,Campus Principal,"Rua Engenheiro Oscar Ferreira, 15 - Poço",-,Recife,PE
19197,FACULDADE NIP DE CIÊNCIAS APLICADAS,FANIP,1068240,Campus Principal,"Avenida Cruz Cabugá, 98 - Santo Amaro",-,Recife,PE
4700,FACULDADE NOVA ROMA,FNR,659904,Campus Bongi,"Estrada do Bongi, CAMPUS  - RECIFE - Madalena, 425 - Prado",-,Recife,PE
4700,FACULDADE NOVA ROMA,FNR,1112703,Campus Benfica,"Rua Benfica, Campus Zona Norte, 352 - Madalena",-,Recife,PE
4700,FACULDADE NOVA ROMA,FNR,1133708,Campus Boa Viagem,"Rua Padre Carapuceiro, Faculdade Nova Roma, 590 - Boa Viagem",-,Recife,PE
159,FACULDADE NOVA ROMA CARUARU,FNR CARUARU,1141256,Faculdade Nova Roma Caruaru,"Avenida Adjar da Silva Casé, Faculdade Nova Roma Caruaru, 800 - Indianópolis",-,Caruaru,PE
159,FACULDADE NOVA ROMA CARUARU,FNR CARUARU,106699,POLO NA SEDE,"Rua Azevedo Coutinho, Térreo, s/n - Petrópolis",-,Caruaru,PE
20975,FACULDADE NOVO HORIZONTE,FNH,1073743,FNH - NOVO PREDIO UNIDADE AGRUPADORA DO PREDIO PRINCIPAL,"Rua Eurico Valois, 61 A - Centro",-,Vitória de Santo Antão,PE
1383,FACULDADE NOVO HORIZONTE DE IPOJUCA,FNH,658440,Faculdade Novo Horizonte Ipojuca (Antiga FAJOLCA),"Avenida Francisco Alves de Souza, 500 - Centro",-,Ipojuca,PE
24457,Faculdade Paraíso Araripina,FAP,1104044,Campus Principal,"Avenida Suetone Nunes de Alencar Barros, Lot. R. Felix III, L. 01 Q. 18, 101 - Centro",-,Araripina,PE
3615,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,659566,CAMPUS  - RECIFE - IMBIRIBEIRA,"Avenida Jean Emile Favre, 422 - Imbiribeira",-,Recife,PE
3615,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,1082268,Faculdade Pernambucana de Saúde,"Avenida Marechal Mascarenhas de Morais, - até 1681 - lado ímpar, 4861 - Imbiribeira",A,Recife,PE
3615,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,1107269,Unidade Multidisciplinar,"Avenida Marechal Mascarenhas de Morais, - até 1681 - lado ímpar, 4831 - Imbiribeira",-,Recife,PE
24909,Faculdade Pitágoras Unidade Caruaru,Unificação de Mantidas: Processo nÂº 202332517,1108601,Campus Principal,"Avenida Cleto Campelo, - lado par, 36 - Maurício de Nassau",-,Caruaru,PE
17985,FACULDADE PRESBITERIANA QUINZE DE NOVEMBRO,"Em supervisão - Procedimento Sancionador sem Medida Cautelar: Portaria nº 319/2025, Processo de Supervisão nº 23000.026636/2024-62.",1061253,Campus Principal,"Praça Souto Filho, 696 - Heliópolis",-,Garanhuns,PE
18471,Faculdades Aggeu Magalhães,FAMA,1065371,Faculdade de Ciências Médicas Aggeu Magalhães,"Avenida Afonso Magalhães, 354 - São Cristóvão",-,Serra Talhada,PE
18471,Faculdades Aggeu Magalhães,FAMA,1126780,Faculdades Aggeu Magalhães - FAMA,"Rua Antônio Alves de Oliveira, Faculdade de Ciências Médicas Aggeu Magalhães - FAMA, 1687 - AABB",-,Serra Talhada,PE
3585,FACULDADE SANTA CRUZ,FACRUZ,1072335,ANEXO I,"Rua Professora Ivani Batista da Silva, ANEXO I, 356 - Nova Santa Cruz",-,Santa Cruz do Capibaribe,PE
3585,FACULDADE SANTA CRUZ,FACRUZ,659551,UNIDADE  - SANTA CRUZ DO CAPIBARIBE - Nova Santa Cruz,"Rua Rua Júlia Aragão, 307 - Bairro Novo",-,Santa Cruz do Capibaribe,PE
1384,FACULDADE SANTA HELENA,FSH,1072195,Caxanga,"Avenida Caxangá, - de 892 a 2200 - lado par, 990 - Madalena",-,Recife,PE
